id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
33,0.0,0.0,0.0,2.09657e-26,0.0,0.0,0.0,0.0,0.0,0.0,1.76082e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26776e-12,0.0,0.0,0.0,0.0,6.98077e-23,6.73228e-12,0.0,0.0,0.000153308,9.3968e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92963e-37,0.0,0.0,0.0,0.0,0.999846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65745e-28,0.0,0.0,0.0,0.0,0.0,0.0,4.57949e-34,8.39851e-29,1.72128e-10,3.1437e-19,1.0846e-25,0.0,0.0,0.0,0.0,0.0,9.19479e-38,2.66049e-27,1.73352e-28,1.37133e-20,9.99357e-24,9.07088e-07,0.0,3.64507e-27,1.98605e-14,0.0,0.0,2.02471e-11,0.0,1.92692e-28,0.0,0.0,2.38715e-24,0.0,2.58927e-37,0.0,0.0,2.03378e-09,1.9931e-35,0.0,3.34288e-10,5.78827e-24,0.0,0.0,1.347e-12,1.20576e-10,0.0
36,3.91011e-28,0.000206476,0.0,2.21627e-20,1.04511e-21,3.09847e-31,0.0,1.60032e-18,8.4532e-14,3.28889e-29,4.8334e-15,0.0,0.373459,1.05132e-15,0.0,0.0,2.19926e-25,7.98504e-26,2.47538e-37,6.45484e-07,4.81032e-35,0.0,0.0,0.0,0.0,0.0,1.09722e-20,0.0,0.0,0.0,0.0,8.4552e-14,2.84094e-30,5.81302e-19,0.0,7.66157e-15,0.0,0.0,0.0,0.0,0.0,3.26031e-06,0.0,0.0,0.0,1.8427e-09,0.625951,1.54682e-30,1.49431e-13,0.0,2.85178e-30,2.85587e-17,1.19987e-37,2.7669e-12,3.42333e-15,9.82206e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28369e-34,2.65697e-27,1.47065e-25,0.0,0.0,0.0,0.0,0.0,2.64019e-38,0.0,0.0,0.000243524,4.22134e-27,0.0,0.0,7.23452e-29,0.0,0.0,0.0,2.48467e-32,0.0,5.68052e-36,3.2854e-36,0.0,0.0,0.0,0.0,0.0,2.66422e-37,9.44033e-38,0.0,0.000112715,4.45052e-19,0.0,0.0,2.29322e-05
39,2.30378e-33,0.0,0.0,1.23168e-13,0.0,0.0,0.0,0.0,0.0,3.08288e-30,3.25721e-07,0.0,1.43497e-27,0.0,0.0,0.0,0.0,0.0,0.000191442,0.0,0.0,0.0,0.0,0.0,7.13396e-32,0.0,3.24646e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39067e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59469e-18,0.0,0.0,1.19694e-38,0.0,9.37348e-25,7.53243e-34,1.14133e-37,1.10724e-20,0.0,4.11517e-30,2.75404e-16,0.0,0.0,0.0,0.0,1.49573e-34,6.1563e-21,0.0,0.0,3.30431e-25,0.0,0.0,0.0,0.0,3.15787e-31,4.40424e-23,0.0,4.47188e-12,0.0,1.45167e-24,0.0,0.999803,5.59062e-06,0.0,0.0,0.0,0.0,0.0,4.03198e-32,0.0,7.79385e-36,6.07994e-20,5.00568e-22,0.0,0.0,0.0,0.0,0.0,9.97761e-08,0.0,0.0,0.0,0.0,3.41293e-27,0.0
41,7.25225e-26,1.75922e-30,0.0,2.56746e-13,1.61856e-21,7.40521e-31,0.0,4.35397e-14,4.94956e-21,4.86686e-16,0.999991,1.42238e-24,2.68804e-25,9.35575e-37,0.0,0.0,3.15948e-13,3.25318e-14,1.13954e-12,1.95998e-37,4.84574e-16,0.0,0.0,0.0,1.00438e-27,0.0,7.06193e-15,0.0,0.0,0.0,0.0,4.20998e-36,0.0,3.52856e-38,0.0,3.54175e-14,8.52811e-34,0.0,0.0,0.0,0.0,0.0,0.0,7.09651e-26,0.0,0.0,6.45689e-25,0.0,4.14885e-08,3.11331e-11,1.26283e-35,4.41363e-06,5.05329e-35,6.63499e-27,8.31492e-24,1.67617e-19,0.0,0.0,7.40271e-13,1.50229e-28,4.89558e-28,0.0,0.0,7.26311e-32,0.0,0.0,0.0,0.0,0.0,3.78889e-28,0.0,2.53996e-17,0.0,3.19404e-31,1.41074e-26,1.46695e-09,3.34439e-22,0.0,9.97549e-37,6.81048e-15,1.07827e-25,8.49101e-33,1.82752e-27,0.0,1.30047e-14,1.63288e-38,9.84728e-38,0.0,0.0,2.8548e-20,1.0587e-18,5.4872e-29,1.95523e-12,6.33558e-09,1.31915e-17,5.03035e-06,0.0,0.0,0.0
44,0.0,0.0,7.41272e-33,2.60598e-14,0.0,1.0982e-34,0.0,1.1899e-17,0.0,0.0,7.70946e-24,0.0,0.0,0.0,0.0,0.0,0.0,5.85021e-16,7.65093e-28,0.0,0.0,0.0,0.0,7.11435e-38,1.81244e-36,0.0,0.0,2.28978e-16,8.11557e-20,0.0,1.47679e-21,0.0,2.0276e-28,0.0,0.0,3.50222e-36,4.9839e-28,0.0,0.0,0.0,0.0,0.0,1.13571e-24,3.52989e-23,5.08948e-10,0.0,4.35578e-30,0.0,0.0,2.17069e-28,3.79333e-18,4.57529e-17,0.999998,4.39063e-29,1.25967e-35,1.01467e-33,3.06524e-35,1.43815e-13,5.1201e-13,2.58452e-33,3.21119e-26,1.01009e-34,5.22562e-10,3.05809e-35,1.54776e-31,0.0,1.08099e-16,1.65785e-34,5.04251e-21,1.26058e-17,0.0,4.7462e-38,3.84095e-31,1.46858e-14,0.0,1.13995e-26,8.83201e-27,1.57284e-15,0.0,1.13167e-14,0.0,1.49702e-06,7.54543e-35,5.13123e-12,0.0,7.00271e-33,1.33164e-11,1.58836e-32,8.31159e-30,4.26975e-29,1.07429e-28,1.28242e-34,3.28183e-11,2.06471e-32,6.19509e-26,4.26887e-31,2.50393e-22,1.34169e-19,0.0
46,2.08533e-28,0.0,4.43266e-27,1.0,0.0,3.53798e-30,0.0,3.50369e-28,0.0,2.52762e-38,1.1787e-13,0.0,1.36609e-18,0.0,0.0,0.0,0.0,1.89267e-33,2.96406e-14,0.0,7.00712e-36,1.17144e-29,0.0,0.0,2.469e-29,0.0,0.0,1.83998e-38,0.0,0.0,0.0,1.42791e-24,8.61959e-37,0.0,0.0,4.08747e-25,2.34718e-34,0.0,0.0,0.0,0.0,2.48457e-36,0.0,3.57752e-20,0.0,0.0,1.31217e-14,0.0,5.82371e-34,3.49411e-38,6.31774e-20,1.04823e-15,2.73165e-08,3.70753e-26,1.39859e-15,0.0,0.0,0.0,1.00936e-29,1.02978e-32,7.89687e-10,0.0,5.0347e-27,1.09371e-27,0.0,6.26486e-23,0.0,0.0,1.06824e-07,6.68364e-27,0.0,5.79625e-28,1.13115e-28,1.97368e-22,4.19187e-31,2.72817e-16,5.77876e-13,5.92422e-36,0.0,3.78231e-21,0.0,3.26572e-26,7.34609e-36,3.15971e-36,1.84753e-32,8.60998e-10,2.33617e-11,4.22969e-25,0.0,3.57568e-37,0.0,8.41991e-16,5.67284e-10,5.83362e-36,6.24115e-17,0.0,0.0,8.89515e-13,9.12654e-27
47,0.0,0.986864,2.92402e-33,0.0,1.03722e-13,1.86471e-21,4.4356e-26,5.19072e-35,4.36024e-13,6.2677e-32,1.85139e-28,0.0,3.51534e-22,8.99549e-21,0.0,3.73517e-28,9.31554e-31,0.0,0.0,0.0130722,0.0,0.0,0.0,0.0,0.0,0.0,1.76526e-30,0.0,0.0,0.0,0.0,2.80969e-18,2.58753e-23,5.81201e-05,0.0,5.94541e-13,3.78461e-31,0.0,0.0,0.0,1.62646e-28,0.0,0.0,0.0,0.0,3.89612e-06,1.07648e-10,4.15006e-18,0.0,0.0,2.36116e-27,6.67798e-19,0.0,5.39254e-20,1.37939e-22,1.75589e-06,1.34877e-34,0.0,0.0,5.8872e-37,0.0,0.0,0.0,2.14239e-30,4.04716e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15476e-15,0.0,0.0,0.0,1.11977e-14,0.0,1.98169e-28,0.0,8.56186e-24,0.0,1.90272e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43449e-32,2.91012e-38,0.0,0.0,5.73504e-19
51,0.0,0.0,1.99231e-19,7.26681e-20,0.0,7.39754e-18,0.0,2.31938e-37,0.0,0.0,2.13985e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35726e-26,0.0,0.0,2.30716e-36,1.37561e-37,6.9781e-32,2.35351e-26,0.0,0.0,2.16177e-35,0.0,0.0,7.38813e-24,0.0,4.50797e-27,0.0,0.0,5.49438e-23,2.3082e-30,0.0,0.0,0.0,0.0,0.0,1.93639e-32,1.04479e-17,0.0,0.0,5.93078e-32,0.0,0.0,0.0,0.000314447,1.44926e-13,2.59743e-13,2.8889e-23,1.98168e-22,1.19904e-27,3.19604e-12,0.0,0.0,4.21982e-16,3.2282e-25,3.9497e-30,4.0326e-28,3.28986e-13,1.61562e-31,0.0,1.04226e-35,3.10813e-16,3.18978e-11,0.997171,4.2457e-27,2.08172e-22,7.41509e-11,0.00249823,0.0,1.02738e-23,4.5314e-12,5.7372e-10,0.0,5.39024e-23,1.095e-31,1.61597e-05,1.69893e-15,2.00924e-14,0.0,1.05183e-35,7.35652e-08,1.23425e-11,1.39022e-25,0.0,2.05758e-30,0.0,8.83826e-08,0.0,0.0,0.0,7.03454e-19,1.19797e-21,0.0
52,6.65557e-24,8.97413e-10,0.0,6.08126e-19,2.50138e-12,1.41876e-26,0.0,1.68896e-13,0.419091,6.37879e-14,1.4301e-05,2.40855e-08,3.048e-24,0.0636274,1.59531e-13,0.0,5.4847e-07,5.7717e-08,4.98429e-25,2.3354e-15,1.06197e-09,0.0,0.0,0.0,4.04133e-32,0.0,3.76535e-18,0.0,0.0,0.0,0.0,1.2339e-19,0.0,6.68524e-14,0.0,1.68097e-12,9.62297e-22,4.30928e-35,0.0,0.0,0.0,6.4225e-34,0.0,0.0,0.0,1.00609e-19,3.09319e-17,5.82405e-17,2.66671e-09,8.439e-19,1.6583e-36,7.1292e-06,0.0,1.84651e-28,4.00519e-26,4.32813e-13,0.0,0.0,1.09604e-18,3.14884e-30,5.74425e-37,0.0,0.0,7.20257e-36,5.09483e-32,0.0,0.0,0.0,0.0,0.0,0.0,2.60328e-25,0.0,0.0,4.30608e-10,2.5549e-22,5.65717e-34,0.0,1.7966e-25,1.8319e-14,7.55754e-21,1.62473e-38,1.18657e-28,0.0,1.18406e-11,0.0,0.0,0.0,0.0,5.8327e-32,1.45764e-19,6.05369e-26,1.04361e-24,6.08194e-09,1.54822e-10,0.51726,0.0,0.0,0.0
53,0.0,0.0,0.0,2.64005e-23,9.75835e-29,9.83156e-27,0.0,0.0,0.0,4.0863e-15,0.000908214,0.0,0.0,0.0,0.0,0.0,8.32597e-28,0.0,5.65532e-05,0.0,1.65919e-35,0.0,0.0,0.0,2.36708e-11,0.0,4.49221e-26,3.70519e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23307e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25276e-06,0.0,0.0,0.0,0.0,3.66925e-33,1.25439e-17,1.94377e-36,1.14128e-06,0.0,0.0,2.56432e-28,2.7817e-30,0.0,0.0,2.04268e-25,3.59734e-13,4.72975e-23,9.37102e-16,0.0,5.19983e-21,0.0,0.0,0.0,0.0,0.0,1.07444e-08,5.71492e-26,0.97878,3.92871e-29,1.28063e-07,0.0,1.01357e-05,1.03847e-07,0.0,0.0,5.73308e-13,1.57345e-18,3.75169e-24,3.89764e-18,0.0,1.85661e-11,0.0,5.62283e-35,0.0,0.0,3.88355e-17,3.36581e-11,0.0,0.0202408,2.63625e-15,0.0,2.99152e-36,0.0,3.27394e-32,0.0
